# provenance
# target	aptus data-acquisition brief target 3 — what SAP does NOT support (negative evidence register)
# source	help.sap.com, product SAP S/4HANA Cloud Public Edition, version 2608.500, state PRODUCTION
# source_url	one per row, in the source_url column; every row cites the exact topic it was read from
# access_method	anonymous reads of help.sap.com's own published content service (http.svc/deliverableMetadata, http.svc/pagecontent). No login, no api.sap.com traffic, no DOM scraping.
# date_read	2026-09-07
# deliverables_read	55 (40 country/region localisation deliverables including Malaysia, plus SAP Document and Reporting Compliance, Country/Region-Specific Functions, Extend and Integrate, Extensibility for Electronic Document Processing, SAP Intelligent Real Estate, Manage, Protect, International Trade, Finance, Contract Accounting, Public Sector, Banking, Insurance, Oil & Gas, and the 3-system-landscape migration troubleshooting guide)
# topics_read	13176 listed in those deliverables' tables of contents; 12959 returned a body
# statements_found	659 sentences matched the negation patterns; 539 kept after the filters below
# extraction_rule	sentence-level. A sentence is kept when it contains one of: is/are/was/were/can/could/will/would/shall/may/might/do/does/did/has/have + not + (supported|available|released|possible|permitted|allowed|covered|provided|delivered|offered); does/do not support; is/are unsupported; not supported by/for/in/with/on; no plans/support to/for; out of scope; is not part of; is/are excluded from; is/are not in scope.
# filter_rule	dropped 90 sentences opening with a conditional connector (If/When/Unless/Since/Because/While/Although/In case/...) and 20 whose negated subject is itself a conditional clause, because those state a condition rather than a product limitation; dropped 4 affirmative sentences ("You can ...") whose negation sits in a parenthetical relative clause; dropped 1 describing a transient example state; dropped 5 whose subject could not be isolated.
# column_source	capability=the title of the SAP topic the sentence was read from, verbatim. It is SAP's heading, NOT an aptus classification.
# column_source	scope_item_ids=scope item codes appearing IN THE SENTENCE ITSELF and present in the 2608 scope item set (sap-references/2608 Scope sheet, plus the codes in the published Available Interfaces table). Empty on most rows because SAP writes these statements about features, not scope items — an empty cell is not a claim that no scope item is affected.
# column_source	country=the country/region deliverable the topic belongs to; where the topic is not in a country deliverable, a country named explicitly in the sentence. Empty means the statement is product-wide or SAP did not name a country.
# column_source	what_is_not_supported=mechanically extracted from SAP's own sentence: the text preceding the negation verb, after the last connector (however/but/although/while/;/because/since/therefore) and with a leading conjunction stripped. Where nothing precedes the negation, the text following it is used. No wording was added.
# column_source	sap_statement_verbatim=the sentence exactly as SAP published it, whitespace-normalised only. Never softened, never paraphrased, never turned into a caveat.
# column_source	source_type=Help on every row. SAP Notes and Knowledge Base Articles live behind authentication on me.sap.com and were NOT read in this pass, so the KBA and Note families named in the brief are still unharvested — this file is the Help-portal slice of the register, not the register.
# column_source	source_id=the SAP loio, SAP's own stable document id for the topic
# column_source	released_on=empty on every row: help.sap.com publishes a content release (2608) for the document, not a release date for the individual statement. The release for every row in this file is 2608.
# column_source	future_support_stated=a clause from the same or the next sentence in which SAP says something about future support (no plans / not planned / in a future release / currently not / as of now / not yet), verbatim. Empty means SAP said nothing about the future there, NOT that support is planned.
# completeness	floor, and deliberately so. 55 of the product's deliverables were read, chosen because localisation and compliance content is where exclusions are stated; the other ~76 discovered deliverables and every deliverable outside this product were not read. The register is a lower bound on published exclusions, not a census.
# known_gap	the brief's own example — the Real Estate (RE-FX) invoice exclusion from the Malaysian e-invoice solution — is NOT in this file. It was not found on any help.sap.com page reachable without authentication in this pass. It is the class of statement SAP publishes in a KBA, and KBAs need a signed-in me.sap.com session. That gap is stated rather than filled.
# countries_covered	Austria=6, Belgium=4, Brazil=12, Chile=3, China=8, Colombia=9, Croatia=6, Czech Republic=2, Denmark=4, Egypt=4, Finland=2, France=5, Greece=5, Hungary=11, India=26, Ireland=6, Italy=10, Kazakhstan=4, Luxembourg=2, Malaysia=11, Mexico=11, Netherlands=5, Peru=6, Poland=19, Portugal=16, Romania=14, Slovakia=4, Slovenia=2, South Korea=8, Spain=8, Sweden=5, Switzerland=4, Taiwan=3, Thailand=4, Turkey=2, Ukraine=2, United Kingdom=7, United States=15
# rows_without_country	264
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated.
capability	scope_item_ids	country	what_is_not_supported	sap_statement_verbatim	source_type	source_id	source_url	released_on	future_support_stated
Key Terms and Definitions			to create, change, copy, or follow up on blocked data.	During the blocking phase, data can only be displayed to users with special authorization (e.g., tax auditors); however, it is not permitted to create, change, copy, or follow up on blocked data.	Help	60f1e366b01b48f4be7f722a975460db	https://help.sap.com/docs/SAP_S4HANA_CLOUD/55a7cb346519450cb9e6d21c1ecd6ec1/60f1e366b01b48f4be7f722a975460db.html?version=2608.500		
Key User Extensibility			To ensure that external consumers of the API do not need to be adjusted after an upgrade, also the elongation of elements by SAP	To ensure that external consumers of the API do not need to be adjusted after an upgrade, also the elongation of elements by SAP is not allowed.	Help	3ccb50e724b045508fea8b2cf1774b2b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/3ccb50e724b045508fea8b2cf1774b2b.html?version=2608.500		
Language Configuration			This list defines the set of languages that are available in the system but	This list defines the set of languages that are available in the system but are not offered for user selection.	Help	9e501ed967414c038948116c36dde6ac	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9e501ed967414c038948116c36dde6ac.html?version=2608.500		
License Compliance Digital Access			Please check for the details in SAP for Me if the license information	Please check for the details in SAP for Me if the license information is not available on the Licenses tab.	Help	69d308ed541e46969119eaf0fe6f80e4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/69d308ed541e46969119eaf0fe6f80e4.html?version=2608.500		
Localization Extensibility Capabilities			All the below extensibility capabilities	All the below extensibility capabilities might not be available for all SAP-delivered country/region versions or customer local versions.	Help	350350dc15f04bcdaccff1ddf4aef611	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/350350dc15f04bcdaccff1ddf4aef611.html?version=2608.500		
Localization Extensibility Capabilities			Configure taxes that	Configure taxes that are not supported in the standard tax solution, such as regional or industry-specific taxes, by defining custom condition types and assigning them to tax procedures.	Help	350350dc15f04bcdaccff1ddf4aef611	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/350350dc15f04bcdaccff1ddf4aef611.html?version=2608.500		
Localization Extensibility Capabilities			Use generic reports to easily create country/region-specific reports for countries/regions for which these reports	Use generic reports to easily create country/region-specific reports for countries/regions for which these reports are not available as part of the standard delivery using the Define Statutory Reports app.	Help	350350dc15f04bcdaccff1ddf4aef611	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/350350dc15f04bcdaccff1ddf4aef611.html?version=2608.500		
Localization Extensibility for SAP-Delivered Country/Region Versions			The custom fields Tax Amount, PKWiU Code, and PKWiU Description	The custom fields Tax Amount, PKWiU Code, and PKWiU Description are not available in the SD_SLS_CONTRACT form.	Help	29ef71907e704b76a521d6022e86de31	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/29ef71907e704b76a521d6022e86de31.html?version=2608.500		
Localization as a Self-Service for SAP S/⁠4HANA Cloud			In addition to these countries/regions, SAP supports creation of customer local versions to support business activities in countries/regions for which an SAP-delivered local version	In addition to these countries/regions, SAP supports creation of customer local versions to support business activities in countries/regions for which an SAP-delivered local version is not available.	Help	f5ce21aa2d894f9d92fc17557080b86c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/f5ce21aa2d894f9d92fc17557080b86c.html?version=2608.500		
Localization as a Self-Service for SAP S/⁠4HANA Cloud			d country/region-specific functions for SAP-delivered local versions or build entire new customer local versions to meet business requirements and country-specific or provincial legal regulations that	Localization as a self-service for SAP S/⁠4HANA Cloud provides tools and frameworks that enable you to extend country/region-specific functions for SAP-delivered local versions or build entire new customer local versions to meet business requirements and country-specific or provincial legal regulations that are not supported by SAP.	Help	f5ce21aa2d894f9d92fc17557080b86c	https://help.sap.com/docs/SAP_S4HANA_CLOUD/60a09f68f2444ceca31dcac2e7017945/f5ce21aa2d894f9d92fc17557080b86c.html?version=2608.500		
Maintain Form Templates			Data fields that are only accessed via scripting	Data fields that are only accessed via scripting are not supported.	Help	da488f76078447b0b42792226cfcf9b1	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/da488f76078447b0b42792226cfcf9b1.html?version=2608.500		
Maintain Standard Texts			asterisks (*) and commas (,)	However, asterisks (*) and commas (,) are not allowed.	Help	e179a83d08404e3d82447f05bb653096	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/e179a83d08404e3d82447f05bb653096.html?version=2608.500		
Maintain Standard Texts			asterisks (*) and commas (,)	However, asterisks (*) and commas (,) are not allowed.	Help	e179a83d08404e3d82447f05bb653096-156	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/e179a83d08404e3d82447f05bb653096-156.html?version=2608.500		
Maintenance Planning and Execution - Direct Procurement (Non-stock Items)			Update the dimension information (Length, Width, Height, Weight) for anon-stock item if the details	Update the dimension information (Length, Width, Height, Weight) for anon-stock item if the details are not available.	Help	e8d868f08efc4f4a93b448c48cce3756	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/e8d868f08efc4f4a93b448c48cce3756.html?version=2608.500		
Maintenance Planning and Execution - Direct Procurement (Non-stock Items)			Update the dimension information (Length, Width, Height, Weight) for anon-stock item if the details	Update the dimension information (Length, Width, Height, Weight) for anon-stock item if the details are not available.	Help	ae7efd217a344d2cae2ad1caacd881b0	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/ae7efd217a344d2cae2ad1caacd881b0.html?version=2608.500		
Maintenance Planning and Execution - Services			Update the dimension information (length, width, height, weight) for a supplier item if the details	Update the dimension information (length, width, height, weight) for a supplier item if the details are not available.	Help	e17ba05afaa54025b7eecd10d5b19739	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/e17ba05afaa54025b7eecd10d5b19739.html?version=2608.500		
Manage AVC Exceptions			Once an AVC exception has been used, it	Once an AVC exception has been used, it is not possible to change or delete the exception.	Help	4eaff6f568cf4e58aad564564c2c198d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/4eaff6f568cf4e58aad564564c2c198d.html?version=2608.500		
Manage AVC Exceptions			Once an AVC exception has been used, it	Once an AVC exception has been used, it is not possible to change or delete the exception.	Help	a855c583f7b841b6bb1f5a758bda9439	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/a855c583f7b841b6bb1f5a758bda9439.html?version=2608.500		
Manage Attachments			An integration of Manage Attachments with custom apps	An integration of Manage Attachments with custom apps is not supported.	Help	f9496bebba824423b927f88ed9c5508f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/f9496bebba824423b927f88ed9c5508f.html?version=2608.500		
Manage RIB Rules			to delete a rule in the following cases	Please note that it is not possible to delete a rule in the following cases:	Help	8d04a3e09f1d419f9552f4e7470bdca0	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/8d04a3e09f1d419f9552f4e7470bdca0.html?version=2608.500		
Manage RIB Rules for Grants			to delete a rule if amounts (from RIB budget documents for Grants) are available for a RIB rule and if the amount is greater than zero.	It is not possible to delete a rule if amounts (from RIB budget documents for Grants) are available for a RIB rule and if the amount is greater than zero.	Help	b92c8cf13bb14ed5b2dc16f723af97b6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/b92c8cf13bb14ed5b2dc16f723af97b6.html?version=2608.500		
Manage Workflows for Budget Documents - PSM			to edit a workflow once it has been activated.	It is not possible to edit a workflow once it has been activated.	Help	6ffe58dd0b9a475f91be884d50ecc41e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/6ffe58dd0b9a475f91be884d50ecc41e.html?version=2608.500		
Manage Workflows for Budget Documents for Grant External Budget			to edit a workflow once it has been activated.	It is not possible to edit a workflow once it has been activated.	Help	ad4fb572929343d5b8d82fa171d57888	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/ad4fb572929343d5b8d82fa171d57888.html?version=2608.500		
Manage Workflows for Earmarked Funds			to edit a workflow once it has been activated.	It is not possible to edit a workflow once it has been activated.	Help	22328077bde64b53ad7043db172b81c6	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/22328077bde64b53ad7043db172b81c6.html?version=2608.500		
Manage Workflows for Grants			to edit a workflow once it has been activated.	It is not possible to edit a workflow once it has been activated.	Help	ee06dff1eb9948acad68a25c05c1f16b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/ee06dff1eb9948acad68a25c05c1f16b.html?version=2608.500		
Management Accounting and Margin Analysis: FAQ			Creation and settlement of independent AuC	Creation and settlement of independent AuC is not supported.	Help	c11828e3e70e4c1cb1208c9fb483da1e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6b39bd1d0e5e4099a5b65d835c29c696/c11828e3e70e4c1cb1208c9fb483da1e.html?version=2608.500		
Management Accounting and Margin Analysis: FAQ			No, intercompany settlement	No, intercompany settlement is not supported in Asset Accounting.	Help	c11828e3e70e4c1cb1208c9fb483da1e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6b39bd1d0e5e4099a5b65d835c29c696/c11828e3e70e4c1cb1208c9fb483da1e.html?version=2608.500		
Managing Customizing Requests			Changes to open requests, such as adding or deleting tasks under these requests or deleting any open requests	Changes to open requests, such as adding or deleting tasks under these requests or deleting any open requests, are not allowed during this process.	Help	9118b7038be14ed78967138c1c2b445a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9118b7038be14ed78967138c1c2b445a.html?version=2608.500		
Managing Customizing Requests			to delete requests, request objects, tasks and task objects which contain the Object Type Semantic Business Configuration Lock Token.	It is not possible to delete requests, request objects, tasks and task objects which contain the Object Type Semantic Business Configuration Lock Token.	Help	9118b7038be14ed78967138c1c2b445a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9118b7038be14ed78967138c1c2b445a.html?version=2608.500		
Managing Customizing Requests			Task creation	Task creation is not possible for requests of type Central Business Configuration.	Help	9118b7038be14ed78967138c1c2b445a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9118b7038be14ed78967138c1c2b445a.html?version=2608.500		
Merging Documents			Digital signatures	Digital signatures are not supported.	Help	aaa7f164e3764e658efebca2d62a4f90	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/aaa7f164e3764e658efebca2d62a4f90.html?version=2608.500		
Merging Documents			Interactive PDF files	Interactive PDF files are not supported.	Help	aaa7f164e3764e658efebca2d62a4f90	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/aaa7f164e3764e658efebca2d62a4f90.html?version=2608.500		
Merging Documents			PDF/A and PDF/X files	PDF/A and PDF/X files are not supported.	Help	aaa7f164e3764e658efebca2d62a4f90	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/aaa7f164e3764e658efebca2d62a4f90.html?version=2608.500		
Migrate Variants and Bookmarks			Group visibility	Group visibility is not available in MDA.	Help	9e5a3a180f38467aa1b96c6a0142902a	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9e5a3a180f38467aa1b96c6a0142902a.html?version=2608.500		
Multidimensional Reports			Web Dynpro Grid reports	Web Dynpro Grid reports are not supported in future releases.	Help	e23525bceb99460e95d32107437683ba	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/e23525bceb99460e95d32107437683ba.html?version=2608.500		
My Inbox			Open task feature	Open task feature is not supported in mobile devices.	Help	b563175740945b38e10000000a44147b	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/b563175740945b38e10000000a44147b.html?version=2608.500		
Notification Log			405:Specified HTTP method	405:Specified HTTP method is not allowed for the request target.	Help	e42c0040c6c44c58a595362e1d24fc9d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/e42c0040c6c44c58a595362e1d24fc9d.html?version=2608.500		
Output Correspondence			The option of a test or repeat print	The option of a test or repeat print is not available for all correspondence types.	Help	12fdc5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/12fdc5536a51204be10000000a174cb4.html?version=2608.500		
Output Management			The connection is managed by SAP S/4HANA Cloud and this service	The connection is managed by SAP S/4HANA Cloud and this service is not available in your global SAP Business Technology Platform account.	Help	d7bd4b5d70d94f09bcf99b221a7a1688	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/d7bd4b5d70d94f09bcf99b221a7a1688.html?version=2608.500		
Pack Containers			The processing of packaging items (as additional lines in the delivery)	The processing of packaging items (as additional lines in the delivery) is not supported.	Help	76a05b27d3a746b388bbf7b78607fc71	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/76a05b27d3a746b388bbf7b78607fc71.html?version=2608.500		
Parallel Accounting and Currencies			The currencies	The currencies are not allowed to be different in the different ledgers.	Help	db0389c720f14c61b313fadfe796840e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/6b39bd1d0e5e4099a5b65d835c29c696/db0389c720f14c61b313fadfe796840e.html?version=2608.500		
Payment Orders for Card Payments			and processing of the payment advice note response such that payment using a new payment run is prevented, and so that other clearing transactions, reversal, dunning, and overdue interest calculation	The items within a payment card order are marked for the period between the execution of the payment run and processing of the payment advice note response such that payment using a new payment run is prevented, and so that other clearing transactions, reversal, dunning, and overdue interest calculation are not possible.	Help	d212ad27927648e68a722b53b382c4bb	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/d212ad27927648e68a722b53b382c4bb.html?version=2608.500		
Payment Orders for Direct Debits and Bank Transfers			ent run and the processing of the account statement such that payment using a new payment run is prevented, and so that other clearing transactions, reversal, dunning, and overdue interest calculation	The items within a payment order are marked for the period between the execution of the payment run and the processing of the account statement such that payment using a new payment run is prevented, and so that other clearing transactions, reversal, dunning, and overdue interest calculation are not possible.	Help	0d0bc5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/0d0bc5536a51204be10000000a174cb4.html?version=2608.500		
Payroll Agency Fund			External employee payroll solutions	External employee payroll solutions are not supported.	Help	eaa113b443b6438f897abaccaf24155e	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/eaa113b443b6438f897abaccaf24155e.html?version=2608.500		
Perform Standard and Custom Actions in My Inbox			For some tasks, predefined decision reasons and decision notes	For some tasks, predefined decision reasons and decision notes are not supported and therefor do not appear in the decision dialog pop-up.	Help	4c73eda4ebff43a8a53f60bb552992fd	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/4c73eda4ebff43a8a53f60bb552992fd.html?version=2608.500		
Post Debit and Credit Interest Manually			Repeated interest calculation	Repeated interest calculation is not permitted.	Help	b7fec5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/b7fec5536a51204be10000000a174cb4.html?version=2608.500		
Preparing for Extensibility Template Import			to change the namespace of an extensibility item, e.g. to the key user namespace.	It is not possible to change the namespace of an extensibility item, e.g. to the key user namespace.	Help	28518c465d00496ca1588c37b771f99f	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/28518c465d00496ca1588c37b771f99f.html?version=2608.500		
Prerequisite: Use of SAP Central Business Configuration			Scoping using SAP Solution Manager	Scoping using SAP Solution Manager is not supported.	Help	a6f943a4e8664aeeb7349372bea6ea04	https://help.sap.com/docs/SAP_S4HANA_CLOUD/75f5a80b994b44a588790e2844e0d368/a6f943a4e8664aeeb7349372bea6ea04.html?version=2608.500		
Printing by External Service Providers			the display of PDFs, such as those offered in the Display Correspondence (F3693 ) app or the Display Account Balance (FPL9) app on the Business Transactions tab page	Note that the display of PDFs, such as those offered in the Display Correspondence (F3693 ) app or the Display Account Balance (FPL9) app on the Business Transactions tab page, is not supported for printing using external service providers.	Help	014fc9e0d4b647ef85705151de420004	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/014fc9e0d4b647ef85705151de420004.html?version=2608.500		
Process Receipts - Stock and Non-Stock Items			Editing for the custom fields	Editing for the custom fields is not allowed in Process Receipts - Stock and Non-stock Items application.	Help	b66abbcb47cd442fb2fa007950676bcd	https://help.sap.com/docs/SAP_S4HANA_CLOUD/74ffc024fd794eeca49dc8ffe7f9870d/b66abbcb47cd442fb2fa007950676bcd.html?version=2608.500		
Processing Payment Card Orders			The payment card order	The payment card order is not allowed to already be reversed, expired or executed.	Help	af702baf14c34652a120fbad063bc4d4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/af702baf14c34652a120fbad063bc4d4.html?version=2608.500		
Processing Payment Orders for Direct Debits and Bank Transfers			The payment order	The payment order is not allowed to already be reversed, expired or executed.	Help	250ac5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/250ac5536a51204be10000000a174cb4.html?version=2608.500		
Processing Payments at External Cash Desks			Data transfer for outgoing payments to external cash desks	Data transfer for outgoing payments to external cash desks is not supported.	Help	280ac5536a51204be10000000a174cb4	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/280ac5536a51204be10000000a174cb4.html?version=2608.500		
Profit Center Replication			the Data Scope configuration is currently	Note that the Data Scope configuration is currently not supported for replication from SAP S/4HANA Cloud Public Edition to SAP Master Data Integration.	Help	c3447279aaea495eba2a23b400cda422	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/c3447279aaea495eba2a23b400cda422.html?version=2608.500		Note that the Data Scope configuration is currently not supported for replication from SAP S/4HANA Cloud Public Edition to SAP Master Data Integration
Profit Center Replication			Semantic dates	Semantic dates are not supported for time‑dependent evaluation of filter conditions.	Help	c3447279aaea495eba2a23b400cda422	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/c3447279aaea495eba2a23b400cda422.html?version=2608.500		Note that the Data Scope configuration is currently not supported for replication from SAP S/4HANA Cloud Public Edition to SAP Master Data Integration
Profit Centers in Contract Accounts Receivable and Payable			Here, it	Here, it is not possible to make postings to customers or vendors with account assignments to a profit center.	Help	56bb5188cabb475a9bde92481054de05	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/56bb5188cabb475a9bde92481054de05.html?version=2608.500		
Profit Centers in Contract Accounts Receivable and Payable			The functions described here	The functions described here are not available for other types of taxes.	Help	56bb5188cabb475a9bde92481054de05	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/56bb5188cabb475a9bde92481054de05.html?version=2608.500		
Profit Centers in Contract Accounts Receivable and Payable			The same applies here as stated above - namely that this account assignment	The same applies here as stated above - namely that this account assignment is not possible unless the field status group of the assigned G/L account does not suppress the Profit Center field.	Help	56bb5188cabb475a9bde92481054de05	https://help.sap.com/docs/SAP_S4HANA_CLOUD/cdccca8e03d74101a0135863bc522b49/56bb5188cabb475a9bde92481054de05.html?version=2608.500		
Purchase Contract Management			PSM account assignments for stock materials in purchase contracts	PSM account assignments for stock materials in purchase contracts is not supported.	Help	c7ade14c73e84d65ba31b912f8a65202	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/c7ade14c73e84d65ba31b912f8a65202.html?version=2608.500		
Query Browser			Question marks and single quotes	Question marks and single quotes are not supported.	Help	3a24b854ee8f8d21e10000000a44176d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/3a24b854ee8f8d21e10000000a44176d.html?version=2608.500		
Read Access Logging Configurations			Submission of eDocuments is	Submission of eDocuments is out of scope for RAL logging.	Help	6cf23990c3ee4be69080c7c41033acff	https://help.sap.com/docs/SAP_S4HANA_CLOUD/71af4585db6d4904b1724730f3776c9b/6cf23990c3ee4be69080c7c41033acff.html?version=2608.500		
Recording of Budget			Budget movement between different budget categories	Budget movement between different budget categories is not supported.	Help	170565565a0f4b30873b6bb1b6e66b3d	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/170565565a0f4b30873b6bb1b6e66b3d.html?version=2608.500		
Reduce Earmarked Funds			note that this indicator	However, note that this indicator is not available in the purchasing documents.	Help	e3dd79fbbfca49c789d6b824577df828	https://help.sap.com/docs/SAP_S4HANA_CLOUD/93bd0b1e72ca4cbcbfb942d4497529f7/e3dd79fbbfca49c789d6b824577df828.html?version=2608.500		
Regulating Email Outbound			An email with sender address sender@sap.com and recipient address recipient@sap.com	An email with sender address sender@sap.com and recipient address recipient@sap.com is not allowed and will not be created.	Help	dd2946b00f0546678011fee203cdfd47	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/dd2946b00f0546678011fee203cdfd47.html?version=2608.500		
Release of Document Info Record			further modification	Google documents are locked; further modification is not possible in the Google Drive irrespective of the user authorizations.	Help	9feb8bcb7b4243a7b7a594baff3e9fe2	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/9feb8bcb7b4243a7b7a594baff3e9fe2.html?version=2608.500		
Released ABAP Object Types			Also note that mass activation	Also note that mass activation is not supported.	Help	6923f7e5dee04243a8bbe2cc3bac4489	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/6923f7e5dee04243a8bbe2cc3bac4489.html?version=2608.500		
Released ABAP Object Types			Importing updates or deleting fields via abapGit imports	Importing updates or deleting fields via abapGit imports is not supported.	Help	6923f7e5dee04243a8bbe2cc3bac4489	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/6923f7e5dee04243a8bbe2cc3bac4489.html?version=2608.500		
Released ABAP Object Types			The objects that	The objects that are not released are skipped and not transported.	Help	6923f7e5dee04243a8bbe2cc3bac4489	https://help.sap.com/docs/SAP_S4HANA_CLOUD/0f69f8fb28ac4bf48d2b57b9637e81fa/6923f7e5dee04243a8bbe2cc3bac4489.html?version=2608.500		
Renaming Attachments			special characters	The following special characters are not allowed in the file name: []/\<>|?*:;,"{}.	Help	84f904029add42d6ad5b04b9f521f9bf	https://help.sap.com/docs/SAP_S4HANA_CLOUD/a630d57fc5004c6383e7a81efee7a8bb/84f904029add42d6ad5b04b9f521f9bf.html?version=2608.500		
